Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
TCAAW1174145,A968126814181697,TCAAW1174145,"Hip Hop Work Out",none,none,"Smooth Jazz Work Out Music",none,"","",,"",
TCAAW1189682,A219257183556644,TCAAW1189682,"Hip-Hop Work Out 2",none,none,"Workout",none,"","",,"",
TCAAY1112182,A354202379119310,TCAAY1112182,"Hip-Hop Workout",none,none,"Workout Hits",none,"","",,"",no status
TCAAS1084195,A567926697826389,TCAAS1084195,"His Word",none,none,"Piano Music for Jesus",none,"","",,"",
TCAAT1061530,A732627295897788,TCAAT1061530,"Holiday",none,none,"Winter Solstice",none,"","",,"",
TCAAS1069208,A728890823291732,TCAAS1069208,"Holiday Jazz",none,none,"Holiday Jazz",none,"","",,"",
TCAAS1067703,A322470046816209,TCAAS1067703,"Holiday Spirits",none,none,"Michael Silverman Jazz Piano Trio",none,"","",,"",
TCAAS1070499,A654591044697442,TCAAS1070499,"Holiday Music",none,none,"Michael Silverman Jazz Piano Trio",none,"","",,"",
TCAAT1012165,A947893042614973,TCAAT1012165,"Holly And The Ivy - Christmas Party Jazz",none,none,"Christmas Party",none,"","",,"",
USTC40877926,A874597714859656,USTC40877926,"Holly And The Ivy Solo Piano",none,none,"Addicted To Classical Music!",none,"","",,"",
USTCE1003576,A751715305074577,USTCD1086429,"Body Sculpting: Concentration",none,859703304379,"Pilates L'école",Moods,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
USTC90961159,A135318614973019,USTC90961159,"Honalulu",none,none,"Hawaiian Music Party Squad",none,"","",,"",
USTCG1072307,A200023092714840,USTCG1072307,"Honesty",none,none,"Relaxing Piano Music Consort",none,"","",,"",
TCAAR1028298,A170179119451698,TCAAR1028298,"Homework Music",none,none,"Reading and Study Music",none,"","",,"",
TCAAS1068343,A434389651976454,TCAAS1068343,"Holiday Spirit",none,none,"Holiday Jazz",none,"","",,"",
USTCC1093876,A103636846794854,USTCC1093876,"Hong Kong",none,none,"Chinese Relaxation and Meditation",none,"","",,"",
USTCD1095095,A448995056564720,USTCD1095095,"Hope",none,none,"Michael Silverman and the Debussy Consort",none,"","",,"",
,A713485251543052,undefined,"OVER AND OVER",none,none,"none",none,"","",,"",no status
,A851632290395075,undefined,"Te solte la Rienda",none,none,"none",none,"","",,"",no status
,A217730033827292,undefined,"Documental de Leones   El León come Hienas   Ataques Reales Jamás Filmados ESPECIAL",none,none,"none",none,"FJJ7RXdukXzeo-JIaCfOgw-100","FJJ7RXdukXzeo-JIaCfOgw-exclude",,"",no status
,A265853235425992,undefined,"South Park - 'Informative Murder Porn' [Season 17, Episode 2] Kopyası",none,none,"none",none,"OzfGDOpnHm6s_oaz5MQK8A-100","OzfGDOpnHm6s_oaz5MQK8A-exclude",,"",no status
,A349394306189158,undefined,"AMBER",none,none,"none",none,"","",,"",no status
,A110788238643602,undefined,"URLO NEGRO",none,none,"none",none,"","",,"",no status
,A339478134185788,undefined,"HEY EVERYBODY",none,none,"none",none,"","",,"",no status
,nBgXDOndKE8,GBAYE8800227,"Break The Silence",none,none,"Climie Fisher",none,"WMG-100","WMG-include",,"",TRUE
,A412643862706696,undefined,"CELLE QUI M'A TOUT APPRIS",none,none,"none",none,"","",,"",no status
,A565727471025221,undefined,"The Animators Survival Kit Animated - Volume 09_Lecture 09 (5zay-J4cwIM)",none,none,"none",none,"AnimationMasterclass+admin-100","AnimationMasterclass+admin-exclude",,"",no status
,A667507711214013,undefined,"ROBO DANCE",none,none,"none",none,"XLFl0uiHY8-JLkQk6wNpXQ-100","XLFl0uiHY8-JLkQk6wNpXQ-exclude",,"",no status
,A543850401946567,undefined,"IF I DON'T (AL'S MIX)",none,none,"none",none,"","",,"",no status
,A443538203083484,DEAR41168517,"Give Me A Sign (Club Mix)",none,4250532569193,"Dj Sakin & Stereoliner",Dance & Electronic,"DanceallDay-100","DanceallDay-exclude",,"",
,A416482752533830,undefined,"YOU CAN'T HAVE YOUR CAKE AND EAT IT",none,none,"none",none,"","",,"",no status
,A432135982917396,undefined,"UN AMOR COMO TU",none,none,"none",none,"","",,"",no status
,A711916960440771,DEAR41055911,"Catalina (Indygo & Pdj Mix)",none,4250532520200,"Earl & Turner Feat. Indygo & Pdj",Dance & Electronic,"DanceallDay-100","DanceallDay-exclude",,"",TRUE
,A113240275957506,undefined,"supercraftbros IV",none,none,"none",none,"8g0PpUN6CLtdKaCuL4Oriw-100","8g0PpUN6CLtdKaCuL4Oriw-exclude",,"",no status
TCAAR1053472,A136585749596932,TCAAR1053472,"Horror Sound Effects",none,none,"Halloween",none,"","",,"",
USTCG1067805,A515961865780890,USTCG1067805,"Hot Stone Massage",none,none,"Ahanu Healing Massage Music",none,"","",,"",
TCAAU1192623,A321468318264302,TCAAU1192623,"Hot Tea",none,none,"Chinese Restaurant Music",none,"","",,"",
USTCE1003588,A550235370992457,TCAAR1010437,"Sedona",none,859704322235,"Native American Flute",World,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
,A674643633092196,undefined,"KUMBAYAH MY LORD SINGING SUPER STAR",none,none,"none",none,"XLFl0uiHY8-JLkQk6wNpXQ-100","XLFl0uiHY8-JLkQk6wNpXQ-exclude",,"",no status
TCAAR1078610,A147040284455192,TCAAR1078610,"Hotel Spa",none,none,"Deep Sleep",none,"","",,"",
TCABB1100393,A716977567670175,TCABB1100393,"Howloween Songs",none,none,"Classic Halloween Party Music",none,"","",,"",
TCAAX1132041,A760842738355254,TCAAX1132041,"Hu",none,none,"Zen Spa Music: Asian Meditation",none,"","",,"",
TCAAS1043032,A724788425278727,TCAAS1043032,"Hubble",none,859704703232,"Minimalism",Instrumental,"Indmusic-100","Indmusic-exclude",monetize,"",TRUE
TCAAR1093787,A331176792091395,TCAAR1093787,"Howling Wolf",none,none,"Kachina's Flute",none,"","",,"",
USTCD1088632,A251348582993660,USTCD1088632,"Huge Energy Gong Struck In Intervals for Deep Meditaion and Relaxation",none,none,"Tibetan Singing Bowls for Relaxation, Meditation and Chakra Balancing",none,"","",,"",
TCABB1134613,A155946631711383,TCABB1134613,"Horrorween",none,none,"Halloween",none,"","",,"",
TCAAR1032841,A329861854732082,TCAAR1032841,"Huge Tibetan Singing Bowl For Meditation",none,none,"Timeless Buddha",none,"","",,"",
USTCC1093875,A321279159838477,USTCC1093875,"Hunan",none,none,"Chinese Relaxation and Meditation",none,"","",,"",
USTCD1055868,A611896392173966,USTCD1055868,"Hungarian Rock",none,none,"Jazz Rock Fusion",none,"","",,"",
USTC60826875,A360617352681846,USTC60826875,"Huron Indian Hunting Drums",none,none,"American Indian Music",none,"","",,"",
TCAAW1137296,A700948868516808,TCAAW1137296,"Hush",none,none,"Relax",none,"","",,"",
USTCG1094309,A144352107970687,USTCG1094309,"Hush Little Baby - Ballet Children'S Song",none,none,"Ballet L'ecole",none,"","",,"",
TCAAR1031818,A403841630113262,TCAAR1031818,"Hydrotherapy Blues",none,none,"Blues Spa",none,"","",,"",
TCAAS1084205,A511484895310310,TCAAS1084205,"I Hear Your Call",none,none,"Piano Music for Jesus",none,"","",,"",
TCAAW1183614,A215476268661075,TCAAW1183614,"Horoscope",none,none,"Asian Traditional Music",none,"","",,"",
TCAAX1128062,A539655217152596,TCAAX1128062,"I Know An Old Lady Who Swallowed A Fly",none,none,"Lullaby Piano Masters",none,"","",,"",
