Original,Asset ID,ISRC,Title,Custom ID,UPC,Artist,Genre,Ownership,Ratio,Match Policy,,Refrence File
USTCD1077372,A400641980725063,USTCD1077372,"Home On the Range",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTC90936805,A411993215298509,USTC90936805,"Home Sweet Home",none,none,"Lullaby Renditions of Classic Children's Song",none,"","",unknown,"",
TCAAU1191160,A416414477825124,TCAAU1191160,"Hunan Traditional Melody",none,none,"Chinese Restaurant Music",none,"","",unknown,"",
USTC50845273,A203197096783125,USTC50845273,"Hungarian Dance #5",none,none,"The Relaxing Classical Music Collection",none,"","",unknown,"",
USTCD1077374,A611894160270781,USTCD1077374,"Hush, Little Baby",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTCD1077375,A232607512510415,USTCD1077375,"I Love You",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
TCAAS1082657,A763222008104784,TCAAS1082657,"none",none,none,"none",none,"","",unknown,"",
TCAAS1010391,A331690400347307,TCAAS1010391,"Improvisation On Invention No. 1 (J.S. Bach)",none,none,"Bach Society of Brentwood",none,"","",unknown,"",
TCAAR1006185,A331769551179777,TCAAR1006185,"Improvisation On Invention No. 4",none,none,"Relaxing Piano Music",none,"","",unknown,"",
TCAAS1098097,A136046821518210,TCAAS1098097,"Improvisation On Invention No. 4 (Bach)",none,none,"Susan Bach",none,"","",unknown,"",
TCAAR1089944,A572377562901304,TCAAR1089944,"Improvisation On Invention No. 4 (J.S. Bach)",none,none,"Michael Silverman and Modest Mussorgsky",none,"","",unknown,"",
USTCD1077376,A238672392453761,USTCD1077376,"In the Hall of the Mountain King",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTCD1077378,A830531482794775,USTCD1077378,"It's Raining, It's Pouring",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTC60811626,A633536797774407,USTC60811626,"Itsy Bitsy Spider",none,none,"All Time Favorite Children's Songs",none,"","",unknown,"",
USTCD1077380,A375878975173086,USTCD1077380,"I've Been Working On the Railroad",none,none,"Nursery Rhymes and Lullabies",none,"","",unknown,"",
USTC50836133,A152647926250498,USTC50836133,"Jazz Bach (With Drum Solo)",none,none,"Great Drummers Series: Rob Silverman",none,"","",unknown,"",
USTC50836179,A120971672759695,USTC50836179,"Jazz Bach 2: Invention 13",none,none,"Great Drummers Series: Rob Silverman",none,"","",unknown,"",
USTC50836185,A200758641651976,USTC50836185,"Jazz Bach 3: Minuet/Little Fugue",none,none,"Great Drummers Series: Rob Silverman",none,"","",unknown,"",
TCAAT1035071,A945169542029241,TCAAT1035071,"Jesu",none,none,"Meditation With Gregorian Chants",none,"","",unknown,"",
TCAAT1012176,A355359305374833,TCAAT1012176,"Jesu - Christmas Jazz",none,none,"Christmas Party",none,"","",unknown,"",
TCAAR1007590,A842609626751300,TCAAR1007590,"Jesu Joy Of Man'S Desiring",none,none,"Dog Music",none,"","",unknown,"",
TCAAS1082881,A854347102882320,TCAAS1082881,"Jesu, Joy",none,none,"Jesus Christ",none,"","",unknown,"",
USTC50862342,A644834751952694,USTC50862342,"Jesu, Joy of Man's Desiring",none,none,"Johann Sebastian Bach",none,"","",unknown,"",
TCAAT1013334,A538042347370320,TCAAT1013334,"Jesu, Joy Of Man'S Desiring - Christmas Jazz",none,none,"Christmas Music",none,"","",unknown,"",
TCAAT1056342,A504176926479650,TCAAT1056342,"Jesu, Joy Of Man's Desiring (Bach)",none,none,"Children's Music Ensemble",none,"","",unknown,"",
TCAAX1170430,A248251642046432,TCAAX1170430,"Jesu, Joy Of Man'S Desiring (Piano Version)",none,none,"Smart Kids Rock",none,"","",unknown,"",
USTC50800287,A716215924332051,USTC50800287,"Jesu, Joy Of Man'S Desiring J S Bach",none,none,"Classical Rocks!",none,"","",unknown,"",
USTC40884861,A227740627477411,USTC40884861,"Jesu, Joy Of Man'S Desiring Rock",none,none,"Classical Rocks!",none,"","",unknown,"",
USTCZ0941492,A823359203548029,USTCZ0941492,"Jesu, Joy Of Man'S Desiring, Bwv 147",none,none,"Lullaby Piano",none,"","",unknown,"",
USTCG1067973,A917289453724705,USTCG1067973,"Jesu, Joy Of Man'S Desiring: Celtic Version",none,none,"Ahanu Healing Massage Music",none,"","",unknown,"",
TCAAS1082884,A159866593564589,TCAAS1082884,"Jesus",none,none,"Jesus Christ",none,"","",unknown,"",
TCAAS1089759,A859063654336417,TCAAS1089759,"Jesus And Mary",none,none,"Jesus Christ",none,"","",unknown,"",
